0,12.2476991164
1,12.1090164423
2,12.3171711673
3,11.8494048444
4,12.4292201968
5,11.8706069022
6,12.6346062839
7,12.2060776455
8,11.7745279009
9,11.678448378
10,11.7714438821
11,12.7513025946
12,11.877575523
13,12.5407611494
14,11.9640074537
15,11.7905647773
16,11.9117082963
17,11.4075760604
18,11.9766657705
19,11.8422364063
20,12.6925061865
21,11.8451099509
22,12.3458389357
23,11.7745279009
24,11.9447143749
25,12.454107814
26,11.8115548958
27,12.6313436489
28,12.2428914379
29,11.1346036227
30,10.5966597328
31,11.9140545193
32,12.1001619786
33,12.0167325161
34,12.5335798158
35,12.6410997921
36,11.8844959179
37,11.9381997363
38,11.5991123355
39,11.3144867213
40,11.9829353442
41,12.0435595984
42,11.877575523
43,11.7772186371
44,11.8565222615
45,12.6757668519
46,12.3870891845
47,12.4280194811
48,11.6351519472
49,11.7519502394
50,12.0839106613
51,11.6483388356
52,11.6082447356
53,12.8610012107
54,11.7752974217
55,12.1034915969
56,12.0581583125
57,12.1884227993
58,12.9917557065
59,11.7352767025
60,11.9703566411
61,11.5228856968
62,12.2185001038
63,11.8494048444
64,12.2991120673
65,12.6666602074
66,12.1007176854
67,12.328294703
68,11.2897944136
69,12.3238601256
70,12.4049276026
71,11.7714438821
72,12.1281165095
73,11.8838060296
74,11.584324772
75,11.4186257744
76,11.8185776043
77,11.7519502394
78,11.8240872196
79,11.6082447356
80,12.1730379594
81,11.9414623606
82,12.4090175712
83,11.7480054923
84,12.0346969635
85,12.4684407561
86,12.0668163253
87,12.0106719282
88,11.3504183001
89,11.7248139146
90,11.6073352395
91,11.4988366825
92,12.0045743855
93,11.8048559999
94,12.2295498857
95,12.1281165095
96,12.2737359669
97,11.459007677
98,11.3266079349
99,11.7671877662
100,12.2307701362
101,12.0895444472
102,11.6865846112
103,12.2005624925
104,12.0406141055
105,12.4292201968
106,11.5129354649
107,11.652696103
108,11.652696103
109,12.1547846143
110,11.8270133159
111,12.1007176854
112,12.8583223079
113,12.2876572408
114,12.4665158351
115,12.0782449558
116,11.8422364063
117,11.9511868475
118,12.6760793998
119,12.0075668273
120,12.1007176854
121,11.5129354649
122,11.8204175176
123,11.9440648175
124,12.1062578351
125,11.3445186476
126,11.7597933554
127,11.3736748918
128,11.9511868475
129,11.9183972397
130,12.328294703
131,12.4049276026
132,11.9233847481
133,12.3013873708
134,12.1007176854
135,12.0668163253
136,11.8706069022
137,12.0494246834
138,12.3458389357
139,12.3523394722
140,11.652696103
141,12.4684407561
142,12.0197490914
143,12.2258801748
144,11.7360770163
145,11.7752974217
146,11.5617251529
147,12.312686875
148,11.8565222615
149,11.652696103
150,11.7117845204
151,12.8277318802
152,12.1547846143
153,12.3673450484
154,11.7360770163
155,11.2772157896
156,11.6036889606
157,12.5043273799
158,12.4486305135
159,12.6760793998
160,11.9984394346
161,12.929993909
162,12.3013873708
163,11.5444338219
164,11.9316423788
165,11.7558794867
166,12.1547846143
167,12.6935016915
168,12.1199753961
169,12.3371052939
170,11.7636919654
171,12.2783979583
172,12.384223015
173,12.0015116147
174,12.1226964714
175,12.4008208375
176,12.2596181518
177,12.0581583125
178,13.1260326374
179,11.5129354649
180,12.0839106613
181,12.2065775181
182,11.6952553551
183,12.2060776455
184,11.7519502394
185,13.0710721883
186,12.0610526538
187,11.8130374648
188,11.9403999141
189,12.5637505863
190,12.6603310924
191,12.1226964714
192,12.1652558593
193,11.7752974217
194,11.7519502394
195,11.9083469712
196,12.6503513326
197,12.3673450484
198,11.5521557935
199,12.5241663118
200,11.8494048444
201,12.0523443765
202,11.6262630788
203,11.9117082963
204,11.6082447356
205,12.1034915969
206,11.8768808421
207,11.8565222615
208,12.5317763953
209,11.8844959179
210,11.4927329617
211,12.133507329
212,12.4398751874
213,11.9576176965
214,11.9938133947
215,11.8089550994
216,12.2548675716
217,11.5805934592
218,12.6491578275
219,12.0271911649
220,12.2302822146
221,12.2060776455
222,12.1001619786
223,11.4824765667
224,12.8642426962
225,11.6262630788
226,12.5776396502
227,11.571203807
228,11.7360770163
229,12.1678566275
230,11.9049743095
231,12.9066943223
232,11.4563656954
233,11.7613546238
234,12.2853504454
235,11.4020050774
236,12.1308155519
237,12.1781925834
238,12.6698098064
239,11.6351519472
240,12.4780101705
241,11.6127798497
242,11.2772157896
243,11.6952553551
244,12.2307701362
245,12.3946288929
246,11.8277435041
247,11.8494048444
248,12.1007176854
249,12.5317763953
250,11.2450590916
251,12.3673450484
252,12.0610526538
253,11.9703566411
254,11.8844959179
255,12.3458389357
256,12.2428914379
257,12.3013873708
258,12.3523394722
259,11.4824765667
260,12.0782449558
261,12.5281597679
262,11.9250417383
263,11.7752974217
264,11.1982284187
265,12.0754000199
266,12.1281165095
267,12.0979360579
268,11.6994133306
269,11.9049743095
270,12.4912553472
271,12.3946288929
272,12.5776396502
273,11.8422364063
274,11.732069027
275,12.2307701362
276,12.2110651622
277,11.8565222615
278,12.9367540217
279,12.1652558593
280,12.3392958657
281,12.1281165095
282,12.2428914379
283,12.4073835905
284,12.0962633599
285,12.0118869878
286,11.9766657705
287,11.385103457
288,11.7117845204
289,11.9419508375
290,12.3597846577
291,11.8196819585
292,11.7829602357
293,12.3673450484
294,12.0257550794
295,11.8671042962
296,11.9316423788
297,12.384223015
298,12.0725469672
299,11.9735161814
300,11.9640074537
301,12.4950076827
302,12.2307701362
303,11.9177303552
304,12.5947340251
305,12.6310167992
306,12.3238601256
307,11.4020050774
308,11.3205656935
309,12.7938620882
310,12.0173365596
311,11.7905647773
312,11.6944216813
313,12.8346839716
314,12.0895444472
315,12.1468585909
316,12.4684407561
317,12.5061809417
318,12.4684407561
319,12.1415394577
320,12.7444472863
321,12.777055017
322,12.614868866
323,11.7454330367
324,12.3966971374
325,11.3736748918
326,12.6885018812
327,11.8862185594
328,12.2760696793
329,11.2644769261
330,11.6868871754
331,11.8422364063
332,12.5567330383
333,12.2404789032
334,12.1652558593
335,12.3412632858
336,12.8411324515
337,12.2737359669
338,12.2185001038
339,11.9511868475
340,12.2204734543
341,11.3144867213
342,11.3794055009
343,12.4912553472
344,11.3504183001
